اسم السورة,ترتيب السورة,رقم الآية,كم تمثل الآية من سطر
الحجر,15,35,0.6
الحجر,15,36,0.7
الحجر,15,37,0.5
الحجر,15,38,0.5
الحجر,15,39,1.2
الحجر,15,40,0.6
الحجر,15,41,0.6
الحجر,15,42,1.2
الحجر,15,43,0.6
الحجر,15,44,0.9
الحجر,15,45,0.6
الحجر,15,46,0.5
الحجر,15,47,1
الحجر,15,48,1
الحجر,15,49,0.8
الحجر,15,50,0.6
الحجر,15,51,0.6
الحجر,15,52,0.9
الحجر,15,53,0.7
الحجر,15,54,1
الحجر,15,55,0.9
الحجر,15,56,0.9
الحجر,15,57,0.6
الحجر,15,58,0.8
الحجر,15,59,0.7
الحجر,15,60,0.7
الحجر,15,61,0.7
الحجر,15,62,0.5
الحجر,15,63,0.7
الحجر,15,64,0.8
الحجر,15,65,1.5
الحجر,15,66,1.2
الحجر,15,67,0.6
الحجر,15,68,0.7
الحجر,15,69,0.4
الحجر,15,70,0.7
الحجر,15,71,0.5
الحجر,15,72,0.6
الحجر,15,73,0.6
الحجر,15,74,1.1
الحجر,15,75,0.6
الحجر,15,76,0.4
الحجر,15,77,0.5
الحجر,15,78,0.7
الحجر,15,79,0.7
الحجر,15,80,0.6
الحجر,15,81,0.7
الحجر,15,82,0.8
الحجر,15,83,0.6
الحجر,15,84,0.6
الحجر,15,85,1.7
الحجر,15,86,0.5
الحجر,15,87,0.9
الحجر,15,88,1.8
الحجر,15,89,0.5
الحجر,15,90,0.6
الحجر,15,91,0.5
الحجر,15,92,0.6
الحجر,15,93,0.4
الحجر,15,94,0.8
الحجر,15,95,0.5
الحجر,15,96,1
الحجر,15,97,0.8
الحجر,15,98,0.7
الحجر,15,99,0.7
إبراهيم,14,1,4
إبراهيم,14,2,1.6
إبراهيم,14,3,2.2
إبراهيم,14,4,2.2
إبراهيم,14,5,3
إبراهيم,14,6,3.8
إبراهيم,14,7,1.4
إبراهيم,14,8,1.3
إبراهيم,14,9,4.3
إبراهيم,14,10,4.2
إبراهيم,14,11,3
إبراهيم,14,12,2
إبراهيم,14,13,2.2
إبراهيم,14,14,1.6
إبراهيم,14,15,0.8
إبراهيم,14,16,0.7
إبراهيم,14,17,2.1
إبراهيم,14,18,2.6
إبراهيم,14,19,1.6
إبراهيم,14,20,0.4
إبراهيم,14,21,3.7
إبراهيم,14,22,5.3
إبراهيم,14,23,2.2
إبراهيم,14,24,1.8
إبراهيم,14,25,1.6
إبراهيم,14,26,1.4
إبراهيم,14,27,2.2
إبراهيم,14,28,1.3
إبراهيم,14,29,0.6
إبراهيم,14,30,1.5
إبراهيم,14,31,2.1
إبراهيم,14,32,3
إبراهيم,14,33,1.3
إبراهيم,14,34,1.9
إبراهيم,14,35,1.5
إبراهيم,14,36,1.6
إبراهيم,14,37,3
إبراهيم,14,38,1.5
إبراهيم,14,39,1.5
إبراهيم,14,40,1.1
إبراهيم,14,41,1.1
إبراهيم,14,42,1.8
إبراهيم,14,43,1.1
إبراهيم,14,44,3.1
إبراهيم,14,45,2.1
إبراهيم,14,46,1.7
إبراهيم,14,47,1.2
إبراهيم,14,48,1.3
إبراهيم,14,49,1
إبراهيم,14,50,0.9
إبراهيم,14,51,1.1
إبراهيم,14,52,1.5
الرعد,13,1,3.5
الرعد,13,2,2.7
الرعد,13,3,2.5
الرعد,13,4,3.3
الرعد,13,5,3
الرعد,13,6,2.5
الرعد,13,7,1.5
الرعد,13,8,1.8
الرعد,13,9,0.8
الرعد,13,10,1.5
الرعد,13,11,3
الرعد,13,12,1.4
الرعد,13,13,2.5
الرعد,13,14,2.2
الرعد,13,15,1.4
الرعد,13,16,4.2
الرعد,13,17,4.2
الرعد,13,18,3
الرعد,13,19,1.2
الرعد,13,20,0.8
الرعد,13,21,1.4
الرعد,13,22,2.2
الرعد,13,23,1.7
الرعد,13,24,0.7
الرعد,13,25,2.3
الرعد,13,26,1.6
الرعد,13,27,1.7
الرعد,13,28,1.4
الرعد,13,29,1.1
الرعد,13,30,2.9
الرعد,13,31,4.6
الرعد,13,32,1.5
الرعد,13,33,3.5
الرعد,13,34,1.4
الرعد,13,35,2.3
الرعد,13,36,2.7
الرعد,13,37,1.9
الرعد,13,38,2.1
الرعد,13,39,1
الرعد,13,40,1.4
الرعد,13,41,1.7
الرعد,13,42,1.9
الرعد,13,43,2
يوسف,12,1,2.6
يوسف,12,2,0.8
يوسف,12,3,1.9
يوسف,12,4,1.7
يوسف,12,5,1.7
يوسف,12,6,2.7
يوسف,12,7,0.9
يوسف,12,8,1.6
يوسف,12,9,1.5
يوسف,12,10,1.7
يوسف,12,11,1.1
يوسف,12,12,1
يوسف,12,13,1.6
يوسف,12,14,1.2
يوسف,12,15,1.9
يوسف,12,16,0.5
يوسف,12,17,2.2
يوسف,12,18,2
يوسف,12,19,1.9
يوسف,12,20,1.4
يوسف,12,21,4
يوسف,12,22,1.1
يوسف,12,23,2.5
يوسف,12,24,2.3
يوسف,12,25,2.3
يوسف,12,26,2.1
يوسف,12,27,1.1
يوسف,12,28,1.3
يوسف,12,29,1.4
يوسف,12,30,2
يوسف,12,31,3.1
يوسف,12,32,2.2
يوسف,12,33,1.7
يوسف,12,34,1.1
يوسف,12,35,1.1
يوسف,12,36,3
يوسف,12,37,2.8
يوسف,12,38,2.8
يوسف,12,39,1.2
يوسف,12,40,3.4
يوسف,12,41,2.4
يوسف,12,42,2.2
يوسف,12,43,3
يوسف,12,44,1
يوسف,12,45,1.2
يوسف,12,46,2.7
يوسف,12,47,1.5
يوسف,12,48,1.3
يوسف,12,49,1
يوسف,12,50,2.2
يوسف,12,51,3
يوسف,12,52,1.1
يوسف,12,53,1.4
يوسف,12,54,1.5
يوسف,12,55,1
يوسف,12,56,2
يوسف,12,57,0.9
يوسف,12,58,1.1
يوسف,12,59,1.7
يوسف,12,60,1
يوسف,12,61,0.6
يوسف,12,62,1.8
يوسف,12,63,2
يوسف,12,64,1.8
يوسف,12,65,3.1
يوسف,12,66,2.1
يوسف,12,67,2.9
يوسف,12,68,3.1
يوسف,12,69,2
يوسف,12,70,1.7
يوسف,12,71,0.8
يوسف,12,72,1.3
يوسف,12,73,1.2
يوسف,12,74,0.8
يوسف,12,75,1.2
يوسف,12,76,3.5
يوسف,12,77,2.7
يوسف,12,78,1.8
يوسف,12,79,1.3
يوسف,12,80,3.7
يوسف,12,81,2
يوسف,12,82,1.4
يوسف,12,83,2
يوسف,12,84,1.6
يوسف,12,85,1.6
يوسف,12,86,1.4
يوسف,12,87,2
يوسف,12,88,2.6
يوسف,12,89,1.1
يوسف,12,90,2.5
يوسف,12,91,1.3
يوسف,12,92,1.5
يوسف,12,93,1.7
يوسف,12,94,1.4
يوسف,12,95,0.9
يوسف,12,96,1.9
يوسف,12,97,0.9
يوسف,12,98,1.1
يوسف,12,99,1.5
يوسف,12,100,4.4
يوسف,12,101,2.7
يوسف,12,102,1.5
يوسف,12,103,1
يوسف,12,104,1
يوسف,12,105,1.4
يوسف,12,106,0.9
يوسف,12,107,1.5
يوسف,12,108,1.7
يوسف,12,109,3.4
يوسف,12,110,2.1
يوسف,12,111,3
هود,11,1,3
هود,11,2,0.7
هود,11,3,2.4
هود,11,4,0.7
هود,11,5,2.2
هود,11,6,1.7
هود,11,7,3.7
هود,11,8,2.6
هود,11,9,1.3
هود,11,10,1.7
هود,11,11,1.2
هود,11,12,2.8
هود,11,13,2
هود,11,14,1.6
هود,11,15,1.4
هود,11,16,1.8
هود,11,17,4.1
هود,11,18,2.8
هود,11,19,1.3
هود,11,20,2.6
هود,11,21,1.2
هود,11,22,0.8
هود,11,23,1.8
هود,11,24,1.6
هود,11,25,1
هود,11,26,1
هود,11,27,3
هود,11,28,2
هود,11,29,2.3
هود,11,30,1
هود,11,31,3
هود,11,32,1.6
هود,11,33,0.9
هود,11,34,1.8
هود,11,35,1.4
هود,11,36,1.6
هود,11,37,1.4
هود,11,38,2
هود,11,39,1.1
هود,11,40,2.5
هود,11,41,1.3
هود,11,42,2.1
هود,11,43,2.3
هود,11,44,2.1
هود,11,45,1.6
هود,11,46,2
هود,11,47,1.8
هود,11,48,2.1
هود,11,49,1.9
هود,11,50,1.8
هود,11,51,1.4
هود,11,52,2.2
هود,11,53,1.8
هود,11,54,1.6
هود,11,55,0.8
هود,11,56,1.6
هود,11,57,2
هود,11,58,1.5
هود,11,59,1.4
هود,11,60,1.5
هود,11,61,2.6
هود,11,62,2
هود,11,63,2.2
هود,11,64,2
هود,11,65,1.6
هود,11,66,2.1
هود,11,67,1.1
هود,11,68,1.1
هود,11,69,1.8
هود,11,70,1.8
هود,11,71,1.3
هود,11,72,1.3
هود,11,73,1.5
هود,11,74,1.2
هود,11,75,0.5
هود,11,76,1.4
هود,11,77,1.4
هود,11,78,2.7
هود,11,79,1
هود,11,80,0.9
هود,11,81,3.1
هود,11,82,1.6
هود,11,83,1
هود,11,84,3.3
هود,11,85,2.1
هود,11,86,1.2
هود,11,87,2.3
هود,11,88,3.5
هود,11,89,2.1
هود,11,90,1.1
هود,11,91,2
هود,11,92,1.9
هود,11,93,2.7
هود,11,94,2.2
هود,11,95,0.9
هود,11,96,0.8
هود,11,97,1.3
هود,11,98,1.2
هود,11,99,1.1
هود,11,100,1.1
هود,11,101,2.6
هود,11,102,1.2
هود,11,103,1.7
هود,11,104,0.6
هود,11,105,1.1
هود,11,106,0.9
هود,11,107,1.5
هود,11,108,2
هود,11,109,2
هود,11,110,2
هود,11,111,1.1
هود,11,112,1.4
هود,11,113,1.8
هود,11,114,1.7
هود,11,115,0.9
هود,11,116,2.9
هود,11,117,1.2
هود,11,118,1
هود,11,119,1.8
هود,11,120,1.8
هود,11,121,1
هود,11,122,0.4
هود,11,123,2
يونس,10,1,1.6
يونس,10,2,2.6
يونس,10,3,3
يونس,10,4,3.3
يونس,10,5,2.8
يونس,10,6,1.7
يونس,10,7,1.7
يونس,10,8,0.9
يونس,10,9,2
يونس,10,10,1.8
يونس,10,11,2.4
يونس,10,12,2.8
يونس,10,13,2.2
يونس,10,14,1.2
يونس,10,15,3.8
يونس,10,16,2
يونس,10,17,1.7
يونس,10,18,3.3
يونس,10,19,2.2
يونس,10,20,2
يونس,10,21,2
يونس,10,22,4.2
يونس,10,23,2.8
يونس,10,24,4.9
يونس,10,25,1.1
يونس,10,26,1.8
يونس,10,27,2.9
يونس,10,28,2.1
يونس,10,29,1.2
يونس,10,30,1.7
يونس,10,31,2.9
يونس,10,32,1.3
يونس,10,33,1.1
يونس,10,34,1.5
يونس,10,35,2.5
يونس,10,36,1.3
يونس,10,37,2.1
يونس,10,38,1.6
يونس,10,39,2
يونس,10,40,1.2
يونس,10,41,1.7
يونس,10,42,1.1
يونس,10,43,1.3
يونس,10,44,1.2
يونس,10,45,1.9
يونس,10,46,1.5
يونس,10,47,1.3
يونس,10,48,0.8
يونس,10,49,2
يونس,10,50,1.2
يونس,10,51,1
يونس,10,52,1.5
يونس,10,53,1.3
يونس,10,54,2.2
يونس,10,55,1.5
يونس,10,56,0.7
يونس,10,57,1.6
يونس,10,58,1.2
يونس,10,59,2
يونس,10,60,2
يونس,10,61,3.8
يونس,10,62,1
يونس,10,63,0.8
يونس,10,64,1.7
يونس,10,65,1.3
يونس,10,66,2.9
يونس,10,67,1.8
يونس,10,68,2.7
يونس,10,69,1
يونس,10,70,1.8
يونس,10,71,3.3
يونس,10,72,1.7
يونس,10,73,2
يونس,10,74,2.2
يونس,10,75,1.8
يونس,10,76,1
يونس,10,77,1.2
يونس,10,78,1.8
يونس,10,79,0.7
يونس,10,80,1
يونس,10,81,1.6
يونس,10,82,0.9
يونس,10,83,2.3
يونس,10,84,1.2
يونس,10,85,1.2
يونس,10,86,0.6
يونس,10,87,2.2
يونس,10,88,3.3
يونس,10,89,1.4
يونس,10,90,3
يونس,10,91,0.9
يونس,10,92,1.7
يونس,10,93,2.5
يونس,10,94,2.3
يونس,10,95,1.2
يونس,10,96,1
يونس,10,97,1
يونس,10,98,2.1
يونس,10,99,1.8
يونس,10,100,1.6
يونس,10,101,1.5
يونس,10,102,1.8
يونس,10,103,1.2
يونس,10,104,2.4
يونس,10,105,1.2
يونس,10,106,1.4
يونس,10,107,2.4
يونس,10,108,2.5
يونس,10,109,1.1
التوبة,9,1,2
التوبة,9,2,1.5
التوبة,9,3,3.5
التوبة,9,4,2.5
التوبة,9,5,3.5
التوبة,9,6,2
التوبة,9,7,3
التوبة,9,8,2.2
التوبة,9,9,1.6
التوبة,9,10,1.2
التوبة,9,11,1.8
التوبة,9,12,2.2
التوبة,9,13,3
التوبة,9,14,1.8
التوبة,9,15,1.2
التوبة,9,16,2.7
التوبة,9,17,2.3
التوبة,9,18,2.7
التوبة,9,19,2.4
التوبة,9,20,1.9
التوبة,9,21,1.3
التوبة,9,22,0.9
التوبة,9,23,2.7
التوبة,9,24,4.5
التوبة,9,25,3.2
التوبة,9,26,2.4
التوبة,9,27,1.1
التوبة,9,28,3.6
التوبة,9,29,3.3
التوبة,9,30,3.5
التوبة,9,31,3.5
التوبة,9,32,1.8
التوبة,9,33,1.9
التوبة,9,34,4.1
التوبة,9,35,2.4
التوبة,9,36,4.8
التوبة,9,37,3.6
التوبة,9,38,3.4
التوبة,9,39,2.1
التوبة,9,40,5.9
التوبة,9,41,2
التوبة,9,42,3
التوبة,9,43,1.6
التوبة,9,44,2
التوبة,9,45,1.9
التوبة,9,46,2.1
التوبة,9,47,2.4
التوبة,9,48,2
التوبة,9,49,2
التوبة,9,50,2.3
التوبة,9,51,1.7
التوبة,9,52,2.9
التوبة,9,53,1.4
التوبة,9,54,2.7
التوبة,9,55,2
التوبة,9,56,1.3
التوبة,9,57,1.4
التوبة,9,58,1.7
التوبة,9,59,2.2
التوبة,9,60,3.3
التوبة,9,61,3.1
التوبة,9,62,1.6
التوبة,9,63,1.9
التوبة,9,64,2.1
التوبة,9,65,2
التوبة,9,66,1.9
التوبة,9,67,3.3
التوبة,9,68,2.2
التوبة,9,69,4.8
التوبة,9,70,3.7
التوبة,9,71,3.5
التوبة,9,72,3
التوبة,9,73,1.6
التوبة,9,74,4.7
التوبة,9,75,1.7
التوبة,9,76,1
التوبة,9,77,1.8
التوبة,9,78,1.4
التوبة,9,79,2.8
التوبة,9,80,2.6
التوبة,9,81,2.9
التوبة,9,82,1
التوبة,9,83,2.7
التوبة,9,84,1.8
التوبة,9,85,1.9
التوبة,9,86,2.1
التوبة,9,87,1.3
التوبة,9,88,2.2
التوبة,9,89,1.4
التوبة,9,90,2.1
التوبة,9,91,3
التوبة,9,92,2.6
التوبة,9,93,2.4
التوبة,9,94,3.8
التوبة,9,95,2.4
التوبة,9,96,1.8
التوبة,9,97,1.9
التوبة,9,98,1.9
التوبة,9,99,3.2
التوبة,9,100,3.3
التوبة,9,101,2.8
التوبة,9,102,1.9
التوبة,9,103,1.8
التوبة,9,104,1.7
التوبة,9,105,2
التوبة,9,106,1.5
التوبة,9,107,3
التوبة,9,108,2.5
التوبة,9,109,2.9
التوبة,9,110,1.6
التوبة,9,111,5
التوبة,9,112,3.4
التوبة,9,113,2.3
التوبة,9,114,2.3
التوبة,9,115,1.9
التوبة,9,116,1.7
التوبة,9,117,3.4
التوبة,9,118,3.1
التوبة,9,119,1.2
التوبة,9,120,5.7
التوبة,9,121,2.2
التوبة,9,122,2.8
التوبة,9,123,2
التوبة,9,124,2
التوبة,9,125,1.8
التوبة,9,126,1.9
التوبة,9,127,2.3
التوبة,9,128,2.4
التوبة,9,129,2.6
الأنفال,8,1,4.2
الأنفال,8,2,2
الأنفال,8,3,1
الأنفال,8,4,1.4
الأنفال,8,5,1.4
الأنفال,8,6,1.3
الأنفال,8,7,2.7
الأنفال,8,8,1
الأنفال,8,9,1.5
الأنفال,8,10,1.8
الأنفال,8,11,2.7
الأنفال,8,12,2.8
الأنفال,8,13,1.5
الأنفال,8,14,1
الأنفال,8,15,1.3
الأنفال,8,16,2.4
الأنفال,8,17,2.5
الأنفال,8,18,0.7
الأنفال,8,19,2.7
الأنفال,8,20,1.3
الأنفال,8,21,1.1
الأنفال,8,22,1.1
الأنفال,8,23,1.4
الأنفال,8,24,2.4
الأنفال,8,25,1.8
الأنفال,8,26,2.6
الأنفال,8,27,1.4
الأنفال,8,28,1.4
الأنفال,8,29,2.2
الأنفال,8,30,1.9
الأنفال,8,31,1.8
الأنفال,8,32,2.2
الأنفال,8,33,1.5
الأنفال,8,34,2.6
الأنفال,8,35,1.9
الأنفال,8,36,2.7
الأنفال,8,37,2.6
الأنفال,8,38,1.9
الأنفال,8,39,2.1
الأنفال,8,40,1.2
الأنفال,8,41,3.9
الأنفال,8,42,4.4
الأنفال,8,43,2.6
الأنفال,8,44,2.3
الأنفال,8,45,1.8
الأنفال,8,46,1.6
الأنفال,8,47,2.1
الأنفال,8,48,4.1
الأنفال,8,49,2.2
الأنفال,8,50,1.9
الأنفال,8,51,1.1
الأنفال,8,52,2
الأنفال,8,53,1.7
الأنفال,8,54,2.3
الأنفال,8,55,1
الأنفال,8,56,1.3
الأنفال,8,57,1.3
الأنفال,8,58,1.4
الأنفال,8,59,1
الأنفال,8,60,3.7
الأنفال,8,61,1.3
الأنفال,8,62,1.4
الأنفال,8,63,2.2
الأنفال,8,64,1
الأنفال,8,65,3.2
الأنفال,8,66,2.7
الأنفال,8,67,2.2
الأنفال,8,68,1.1
الأنفال,8,69,1.2
الأنفال,8,70,2.3
الأنفال,8,71,1.5
الأنفال,8,72,5.1
الأنفال,8,73,1.6
الأنفال,8,74,2.1
الأنفال,8,75,2.4
الأعراف,7,1,2.1
الأعراف,7,2,1.5
الأعراف,7,3,1.4
الأعراف,7,4,1
الأعراف,7,5,1.1
الأعراف,7,6,1.1
الأعراف,7,7,0.8
الأعراف,7,8,1.2
الأعراف,7,9,1.5
الأعراف,7,10,1.3
الأعراف,7,11,2
الأعراف,7,12,1.3
الأعراف,7,13,1.2
الأعراف,7,14,0.5
الأعراف,7,15,0.5
الأعراف,7,16,0.8
الأعراف,7,17,1.6
الأعراف,7,18,1.2
الأعراف,7,19,1.7
الأعراف,7,20,2.4
الأعراف,7,21,0.8
الأعراف,7,22,3
الأعراف,7,23,1.2
الأعراف,7,24,1.3
الأعراف,7,25,0.9
الأعراف,7,26,2.1
الأعراف,7,27,3.3
الأعراف,7,28,2.1
الأعراف,7,29,2
الأعراف,7,30,2.1
الأعراف,7,31,1.6
الأعراف,7,32,2.6
الأعراف,7,33,2.5
الأعراف,7,34,1.3
الأعراف,7,35,1.8
الأعراف,7,36,1.4
الأعراف,7,37,3.8
الأعراف,7,38,4
الأعراف,7,39,1.6
الأعراف,7,40,2.6
الأعراف,7,41,1.3
الأعراف,7,42,1.9
الأعراف,7,43,3.6
الأعراف,7,44,2.4
الأعراف,7,45,1.1
الأعراف,7,46,2
الأعراف,7,47,1.2
الأعراف,7,48,1.6
الأعراف,7,49,1.7
الأعراف,7,50,2.2
الأعراف,7,51,2.8
الأعراف,7,52,1.2
الأعراف,7,53,3.8
الأعراف,7,54,3.5
الأعراف,7,55,1.1
الأعراف,7,56,1.9
الأعراف,7,57,3.5
الأعراف,7,58,2
الأعراف,7,59,2
الأعراف,7,60,0.9
الأعراف,7,61,1.1
الأعراف,7,62,1.2
الأعراف,7,63,1.6
الأعراف,7,64,1.9
الأعراف,7,65,1.3
الأعراف,7,66,1.8
الأعراف,7,67,1.2
الأعراف,7,68,0.9
الأعراف,7,69,3.1
الأعراف,7,70,2
الأعراف,7,71,3.2
الأعراف,7,72,1.8
الأعراف,7,73,4
الأعراف,7,74,3.3
الأعراف,7,75,3
الأعراف,7,76,1.2
الأعراف,7,77,1.7
الأعراف,7,78,1
الأعراف,7,79,1.8
الأعراف,7,80,1.5
الأعراف,7,81,1.5
الأعراف,7,82,1.7
الأعراف,7,83,1
الأعراف,7,84,1.3
الأعراف,7,85,5
الأعراف,7,86,3.6
الأعراف,7,87,2.4
الأعراف,7,88,2.2
الأعراف,7,89,3.6
الأعراف,7,90,1.2
الأعراف,7,91,1
الأعراف,7,92,1.4
الأعراف,7,93,1.9
الأعراف,7,94,1.6
الأعراف,7,95,2.1
الأعراف,7,96,2.2
الأعراف,7,97,1
الأعراف,7,98,1.1
الأعراف,7,99,1.3
الأعراف,7,100,2.4
الأعراف,7,101,2.8
الأعراف,7,102,1.2
الأعراف,7,103,2
الأعراف,7,104,1
الأعراف,7,105,1.8
الأعراف,7,106,1
الأعراف,7,107,0.7
الأعراف,7,108,0.7
الأعراف,7,109,0.9
الأعراف,7,110,0.9
الأعراف,7,111,0.9
الأعراف,7,112,0.5
الأعراف,7,113,1.2
الأعراف,7,114,0.6
الأعراف,7,115,1.1
الأعراف,7,116,1.7
الأعراف,7,117,1.1
الأعراف,7,118,0.7
الأعراف,7,119,0.6
الأعراف,7,120,0.6
الأعراف,7,121,0.5
الأعراف,7,122,0.4
الأعراف,7,123,2
الأعراف,7,124,1.1
الأعراف,7,125,0.5
الأعراف,7,126,1.5
الأعراف,7,127,2.6
الأعراف,7,128,2.1
الأعراف,7,129,2.8
الأعراف,7,130,1.5
الأعراف,7,131,2.5
الأعراف,7,132,1.1
الأعراف,7,133,2
الأعراف,7,134,2.6
الأعراف,7,135,1.3
الأعراف,7,136,1.5
الأعراف,7,137,4
الأعراف,7,138,2.4
الأعراف,7,139,1
الأعراف,7,140,1.2
الأعراف,7,141,2.8
الأعراف,7,142,3
الأعراف,7,143,4.6
الأعراف,7,144,1.8
الأعراف,7,145,2.4
الأعراف,7,146,4.2
الأعراف,7,147,1.8
الأعراف,7,148,2.6
الأعراف,7,149,2.2
الأعراف,7,150,4.1
الأعراف,7,151,1.6
الأعراف,7,152,1.8
الأعراف,7,153,1.5
الأعراف,7,154,1.9
الأعراف,7,155,4.1
الأعراف,7,156,3.7
الأعراف,7,157,6.2
الأعراف,7,158,4.1
الأعراف,7,159,1
الأعراف,7,160,5.9
الأعراف,7,161,3.1
الأعراف,7,162,2.2
الأعراف,7,163,3.8
الأعراف,7,164,2
الأعراف,7,165,2
الأعراف,7,166,1
الأعراف,7,167,2.2
الأعراف,7,168,2.3
الأعراف,7,169,4.2
الأعراف,7,170,1.3
الأعراف,7,171,2
الأعراف,7,172,2.7
الأعراف,7,173,1.5
الأعراف,7,174,0.8
الأعراف,7,175,1.8
الأعراف,7,176,3.7
الأعراف,7,177,1.3
الأعراف,7,178,1.2
الأعراف,7,179,3
الأعراف,7,180,1.6
الأعراف,7,181,1
الأعراف,7,182,1.1
الأعراف,7,183,0.5
الأعراف,7,184,1.1
الأعراف,7,185,2.3
الأعراف,7,186,1
الأعراف,7,187,3.4
الأعراف,7,188,2.6
الأعراف,7,189,3.4
الأعراف,7,190,1.3
الأعراف,7,191,0.7
الأعراف,7,192,1
الأعراف,7,193,1.4
الأعراف,7,194,1.9
الأعراف,7,195,2.7
الأعراف,7,196,1
الأعراف,7,197,1.4
الأعراف,7,198,1.3
الأعراف,7,199,0.9
الأعراف,7,200,1.3
الأعراف,7,201,1.5
الأعراف,7,202,0.9
الأعراف,7,203,2.3
الأعراف,7,204,1.2
الأعراف,7,205,1.8
الأعراف,7,206,1.4
الانعام,6,1,3.8
الانعام,6,2,1.4
الانعام,6,3,1.3
الانعام,6,4,1.1
الانعام,6,5,1.3
الانعام,6,6,3.2
الانعام,6,7,1.6
الانعام,6,8,1.3
الانعام,6,9,1.2
الانعام,6,10,1.7
الانعام,6,11,1.2
الانعام,6,12,2.9
الانعام,6,13,1
الانعام,6,14,2.5
الانعام,6,15,1
الانعام,6,16,1
الانعام,6,17,1.6
الانعام,6,18,0.9
الانعام,6,19,3.1
الانعام,6,20,1.7
الانعام,6,21,1.2
الانعام,6,22,1.4
الانعام,6,23,1
الانعام,6,24,1
الانعام,6,25,3
الانعام,6,26,1.2
الانعام,6,27,1.4
الانعام,6,28,1.3
الانعام,6,29,0.9
الانعام,6,30,1.8
الانعام,6,31,2.6
الانعام,6,32,1.4
الانعام,6,33,1.8
الانعام,6,34,2.2
الانعام,6,35,3
الانعام,6,36,1.1
الانعام,6,37,1.8
الانعام,6,38,2.1
الانعام,6,39,1.9
الانعام,6,40,1.6
الانعام,6,41,1.2
الانعام,6,42,1.3
الانعام,6,43,1.9
الانعام,6,44,2.1
الانعام,6,45,1
الانعام,6,46,2.3
الانعام,6,47,1.6
الانعام,6,48,1.7
الانعام,6,49,1.1
الانعام,6,50,2.5
الانعام,6,51,1.8
الانعام,6,52,3
الانعام,6,53,1.9
الانعام,6,54,3.1
الانعام,6,55,1
الانعام,6,56,2
الانعام,6,57,2.2
الانعام,6,58,1.8
الانعام,6,59,3
الانعام,6,60,2.5
الانعام,6,61,2
الانعام,6,62,1.1
الانعام,6,63,1.8
الانعام,6,64,0.9
الانعام,6,65,2.7
الانعام,6,66,0.9
الانعام,6,67,0.6
الانعام,6,68,2.5
الانعام,6,69,1.5
الانعام,6,70,5
الانعام,6,71,4
الانعام,6,72,1.2
الانعام,6,73,3.3
الانعام,6,74,1.5
الانعام,6,75,1.5
الانعام,6,76,1.4
الانعام,6,77,1.7
الانعام,6,78,1.9
الانعام,6,79,1.7
الانعام,6,80,2.5
الانعام,6,81,2.8
الانعام,6,82,1.3
الانعام,6,83,1.7
الانعام,6,84,3
الانعام,6,85,1
الانعام,6,86,1.2
الانعام,6,87,1.4
الانعام,6,88,1.5
الانعام,6,89,1.9
الانعام,6,90,2
الانعام,6,91,4
الانعام,6,92,2.5
الانعام,6,93,5
الانعام,6,94,3.5
الانعام,6,95,1.8
الانعام,6,96,1.4
الانعام,6,97,1.8
الانعام,6,98,1.7
الانعام,6,99,4.7
الانعام,6,100,1.8
الانعام,6,101,1.8
الانعام,6,102,1.8
الانعام,6,103,1.2
الانعام,6,104,1.7
الانعام,6,105,1.3
الانعام,6,106,1.1
الانعام,6,107,1.5
الانعام,6,108,2.5
الانعام,6,109,2.2
الانعام,6,110,1.7
الانعام,6,111,2.4
الانعام,6,112,2.6
الانعام,6,113,1.8
الانعام,6,114,2.7
الانعام,6,115,1.4
الانعام,6,116,1.9
الانعام,6,117,1.2
الانعام,6,118,1
الانعام,6,119,3
الانعام,6,120,1.5
الانعام,6,121,2.5
الانعام,6,122,2.6
الانعام,6,123,2
الانعام,6,124,3.4
الانعام,6,125,3.2
الانعام,6,126,1.2
الانعام,6,127,1.1
الانعام,6,128,3.9
الانعام,6,129,1
الانعام,6,130,3.5
الانعام,6,131,1.1
الانعام,6,132,1.2
الانعام,6,133,2.6
الانعام,6,134,1
الانعام,6,135,2.2
الانعام,6,136,4.5
الانعام,6,137,3.5
الانعام,6,138,3.2
الانعام,6,139,3.1
الانعام,6,140,2.4
الانعام,6,141,4.3
الانعام,6,142,2
الانعام,6,143,3
الانعام,6,144,4.8
الانعام,6,145,3.5
الانعام,6,146,3.7
الانعام,6,147,1.6
الانعام,6,148,4
الانعام,6,149,0.9
الانعام,6,150,3.4
الانعام,6,151,5.1
الانعام,6,152,4
الانعام,6,153,2.1
الانعام,6,154,2.2
الانعام,6,155,1.1
الانعام,6,156,1.6
الانعام,6,157,4
الانعام,6,158,3.2
الانعام,6,159,1.8
الانعام,6,160,1.7
الانعام,6,161,1.5
الانعام,6,162,1
الانعام,6,163,0.8
الانعام,6,164,2.5
الانعام,6,165,2.5
المائدة,5,1,4.3
المائدة,5,2,5.7
المائدة,5,3,7
المائدة,5,4,3
المائدة,5,5,5
المائدة,5,6,8
المائدة,5,7,2.2
المائدة,5,8,3.3
المائدة,5,9,1.5
المائدة,5,10,1.2
المائدة,5,11,3.1
المائدة,5,12,6.6
المائدة,5,13,4.1
المائدة,5,14,3.5
المائدة,5,15,3.6
المائدة,5,16,2.9
المائدة,5,17,5
المائدة,5,18,3.5
المائدة,5,19,2.7
المائدة,5,20,2.6
